quote_id,line_no,customer_id,product_id,rep_id,quote_date,quantity,quoted_price,stage,approval_ref,exception_reason_code
Q-2024-000031,3,C028,P0060,R04,2024-08-07,141,554.16,won,,
Q-2024-000031,4,C028,P0010,R04,2024-08-07,2,38009.97,lost,,
Q-2024-000032,1,C001,P0003,R01,2024-08-28,5,28159.67,lost,,
Q-2024-000033,1,C010,P0089,R10,2024-08-14,2,44756.53,lost,,
Q-2024-000033,2,C010,P0056,R10,2024-08-14,64,522.46,lost,,
Q-2024-000034,1,C004,P0022,R06,2024-08-24,12,10929.46,lost,,
Q-2024-000034,2,C004,P0029,R06,2024-08-24,8,11876.12,won,,
Q-2024-000035,1,C004,P0022,R04,2024-08-03,23,10272.12,won,,
Q-2024-000036,1,C037,P0098,R01,2024-08-23,4,48818.71,lost,,
Q-2024-000036,2,C037,P0002,R01,2024-08-23,7,35263.7,won,,
Q-2024-000036,3,C037,P0006,R01,2024-08-23,1,30885.87,lost,,
Q-2024-000037,1,C022,P0005,R10,2024-08-24,1,36657.7,won,,
Q-2024-000037,2,C022,P0011,R10,2024-08-24,5,36494.08,lost,,
Q-2024-000038,1,C033,P0022,R09,2024-08-17,9,10738.1,lost,,
Q-2024-000038,2,C033,P0043,R09,2024-08-17,631,406.67,won,,
Q-2024-000039,1,C002,P0105,R02,2024-08-23,17,2034.49,lost,,
Q-2024-000039,2,C002,P0067,R02,2024-08-23,2,7468.76,won,,
Q-2024-000039,3,C002,P0066,R02,2024-08-23,13,6380.45,lost,,
Q-2024-000039,4,C002,P0107,R02,2024-08-23,11,2244.75,won,,
Q-2024-000040,2,C005,P0020,R05,2024-08-29,1,29843.63,won,,
Q-2024-000040,3,C005,P0049,R05,2024-08-29,232,360.56,won,,
Q-2024-000041,1,C001,P0015,R01,2024-08-26,1,32369.6,lost,,
Q-2024-000041,2,C001,P0003,R01,2024-08-26,5,28074.44,lost,,
Q-2024-000042,1,C003,P0050,R03,2024-08-04,763,394.02,lost,,
Q-2024-000043,1,C039,P0052,R03,2024-08-10,694,514.64,lost,,
Q-2024-000043,2,C039,P0046,R03,2024-08-10,508,477.11,won,,
Q-2024-000043,3,C039,P0060,R03,2024-08-10,323,571.13,won,,
Q-2024-000044,1,C010,P0022,R10,2024-08-08,8,10299.17,won,,
Q-2024-000045,2,C029,P0088,R04,2024-08-19,3,46887.44,lost,,
Q-2024-000046,1,C012,P0087,R12,2024-08-28,3,45581.19,won,,
Q-2024-000046,2,C012,P0047,R12,2024-08-28,627,476.81,won,,
Q-2024-000046,3,C012,P0060,R12,2024-08-28,175,479.73,lost,,
Q-2024-000047,1,C010,P0087,R03,2024-08-31,4,41995.72,won,,
Q-2024-000047,2,C010,P0035,R03,2024-08-31,24,9560.08,lost,,
Q-2024-000047,3,C010,P0040,R03,2024-08-31,6,10688.99,won,,
Q-2024-000048,1,C019,P0022,R07,2024-08-17,3,11500.83,won,,
Q-2024-000048,2,C019,P0040,R07,2024-08-17,9,11435.58,won,,
Q-2024-000049,1,C029,P0088,R05,2024-08-09,4,46933.49,won,,
Q-2024-000050,1,C020,P0078,R08,2024-08-03,5,8111.24,lost,,
Q-2024-000051,1,C040,P0034,R04,2024-08-18,5,9429.61,lost,,
Q-2024-000052,1,C039,P0050,R03,2024-08-14,787,519.25,won,,
Q-2024-000053,1,C008,P0104,R08,2024-08-04,26,2180.11,won,,
Q-2024-000053,2,C008,P0112,R08,2024-08-04,22,2374.97,lost,,
Q-2024-000053,3,C008,P0019,R08,2024-08-04,5,38555.96,lost,,
Q-2024-000054,1,C011,P0084,R11,2024-08-01,1,46559.59,won,,
Q-2024-000054,2,C011,P0080,R11,2024-08-01,10,8236.52,won,,
Q-2024-000055,1,C033,P0022,R09,2024-08-10,17,10714.24,won,,
Q-2024-000055,2,C033,P0048,R09,2024-08-10,382,411.89,won,,
Q-2024-000056,1,C036,P0014,R12,2024-08-30,5,39619.6,won,,
Q-2024-000056,2,C036,P0081,R12,2024-08-30,2,48446.37,lost,,
Q-2024-000057,1,C014,P0100,R01,2024-08-22,1,43542.1,lost,,
Q-2024-000057,2,C014,P0090,R01,2024-08-22,4,36105.11,lost,,
Q-2024-000058,1,C030,P0066,R06,2024-08-11,17,8114.38,lost,,
Q-2024-000058,2,C030,P0089,R06,2024-08-11,3,46040.96,won,,
Q-2024-000059,1,C040,P0026,R04,2024-08-19,24,9795.6,won,,
Q-2024-000060,1,C026,P0120,R02,2024-08-29,12,2524.54,won,,
Q-2024-000060,2,C026,P0048,R02,2024-08-29,616,470.13,won,,
Q-2024-000061,1,C004,P0099,R04,2024-08-14,4,48200.0,lost,,
Q-2024-000061,2,C004,P0022,R04,2024-08-14,2,10927.62,lost,,
Q-2024-000063,1,C010,P0035,R10,2024-08-14,9,9600.38,won,,
Q-2024-000064,1,C001,P0003,R01,2024-08-14,5,28233.39,won,,
Q-2024-000064,2,C001,P0015,R01,2024-08-14,5,32421.31,won,,
Q-2024-000065,1,C015,P0062,R09,2024-08-02,10,7739.77,won,,
Q-2024-000065,2,C015,P0080,R09,2024-08-02,10,8232.62,won,,
Q-2024-000065,3,C015,P0072,R09,2024-08-02,9,7014.9,won,,
Q-2024-000066,1,C028,P0058,R04,2024-08-13,200,608.72,lost,,
Q-2024-000067,1,C013,P0008,R01,2024-08-13,2,34677.87,lost,,
Q-2024-000067,2,C013,P0029,R01,2024-08-13,19,13272.99,won,,
Q-2024-000068,1,C029,P0003,R05,2024-08-15,6,29824.75,lost,,
Q-2024-000068,2,C029,P0019,R05,2024-08-15,5,33313.43,lost,,
Q-2024-000069,1,C017,P0079,R05,2024-08-13,8,7485.94,won,,
Q-2024-000070,1,C014,P0091,R02,2024-08-14,3,46216.14,won,,
Q-2024-000070,2,C014,P0083,R02,2024-08-14,2,43580.91,won,,
Q-2024-000071,1,C033,P0054,R09,2024-09-02,671,457.31,won,,
Q-2024-000072,1,C025,P0113,R03,2024-09-20,26,2189.65,won,,
Q-2024-000072,2,C025,P0076,R03,2024-09-20,5,6275.35,won,,
Q-2024-000073,1,C017,P0007,R05,2024-09-10,3,31555.4,lost,,
Q-2024-000074,1,C013,P0029,R01,2024-09-09,20,13266.84,won,,
Q-2024-000074,2,C013,P0013,R01,2024-09-09,6,32394.47,won,,
Q-2024-000075,1,C028,P0043,R04,2024-09-14,51,453.52,won,,
Q-2024-000076,1,C031,P0102,R07,2024-09-30,31,1948.9,lost,,
Q-2024-000077,1,C034,P0063,R10,2024-09-05,10,7254.76,won,,
Q-2024-000078,1,C024,P0054,R12,2024-09-15,326,431.32,lost,,
Q-2024-000079,1,C032,P0097,R08,2024-09-07,2,51700.0,won,,
Q-2024-000081,1,C011,P0091,R11,2024-09-29,2,51501.51,lost,,
Q-2024-000082,1,C035,P0046,R11,2024-09-25,297,405.65,lost,,
Q-2024-000082,2,C035,P0066,R11,2024-09-25,11,8444.41,lost,,
Q-2024-000083,1,C011,P0105,R11,2024-09-16,23,2066.83,won,,
Q-2024-000083,2,C011,P0080,R11,2024-09-16,6,8197.28,lost,,
Q-2024-000083,3,C011,P0083,R11,2024-09-16,4,41336.67,lost,,
Q-2024-000084,1,C035,P0072,R12,2024-09-18,10,8150.0,lost,,
Q-2024-000084,2,C035,P0041,R12,2024-09-18,409,446.76,lost,,
Q-2024-000085,1,C003,P0033,R03,2024-09-17,15,10772.85,won,,
Q-2024-000086,1,C033,P0054,R09,2024-09-24,637,461.76,won,,
Q-2024-000087,1,C025,P0066,R12,2024-09-11,2,8399.62,won,,
Q-2024-000088,1,C030,P0066,R06,2024-09-18,16,8121.43,won,,
Q-2024-000089,1,C028,P0001,R04,2024-09-15,8,39134.23,lost,,
Q-2024-000089,2,C028,P0043,R04,2024-09-15,393,453.86,won,,
Q-2024-000089,3,C028,P0072,R04,2024-09-15,15,9021.21,lost,,
Q-2024-000089,4,C028,P0042,R04,2024-09-15,64,489.63,lost,,
Q-2024-000090,1,C018,P0011,R06,2024-09-29,6,30452.69,won,,
Q-2024-000090,2,C018,P0111,R06,2024-09-29,6,2128.63,lost,,
Q-2024-000091,1,C017,P0068,R05,2024-09-21,5,7300.0,won,,
Q-2024-000091,2,C017,P0049,R05,2024-09-21,389,424.96,lost,,
Q-2024-000091,3,C017,P0075,R05,2024-09-21,13,6809.48,won,,
Q-2024-000091,4,C017,P0019,R05,2024-09-21,5,30162.54,won,DR-2024-0001,end_of_life_clearance
Q-2024-000092,1,C025,P0066,R01,2024-09-12,12,8430.78,lost,,
Q-2024-000092,2,C025,P0076,R01,2024-09-12,20,6100.0,lost,,
Q-2024-000092,3,C025,P0063,R01,2024-09-12,10,6659.7,won,,
Q-2024-000093,1,C006,P0086,R06,2024-09-04,3,47146.59,won,,
Q-2024-000094,1,C020,P0053,R12,2024-09-08,114,436.61,won,,
Q-2024-000094,2,C020,P0059,R12,2024-09-08,203,383.07,lost,,
Q-2024-000094,3,C020,P0061,R12,2024-09-08,5,8019.49,won,,
Q-2024-000095,1,C020,P0079,R08,2024-09-19,19,8009.32,won,,
Q-2024-000095,2,C020,P0059,R08,2024-09-19,685,383.74,won,,
Q-2024-000096,1,C004,P0029,R04,2024-09-25,8,11871.34,won,,
Q-2024-000096,2,C004,P0022,R04,2024-09-25,18,10893.56,won,,
Q-2024-000097,1,C026,P0120,R02,2024-09-24,19,2520.7,lost,,
Q-2024-000097,2,C026,P0052,R02,2024-09-24,242,538.54,won,,
Q-2024-000097,3,C026,P0048,R02,2024-09-24,722,471.3,won,,
Q-2024-000098,1,C004,P0029,R04,2024-09-16,10,11855.5,lost,,
Q-2024-000098,2,C004,P0100,R04,2024-09-16,3,51479.05,lost,,
Q-2024-000099,1,C006,P0100,R06,2024-09-01,3,47449.61,lost,,
Q-2024-000099,2,C006,P0084,R06,2024-09-01,3,47390.03,won,,
Q-2024-000099,3,C006,P0086,R06,2024-09-01,3,47241.41,lost,,
Q-2024-000100,1,C033,P0043,R07,2024-09-29,373,423.56,lost,,
Q-2024-000100,2,C033,P0046,R07,2024-09-29,461,441.71,won,,
Q-2024-000101,1,C004,P0029,R04,2024-09-07,9,11801.79,won,,
Q-2024-000102,1,C003,P0024,R03,2024-09-12,18,9764.13,lost,,
Q-2024-000102,2,C003,P0044,R03,2024-09-12,218,375.06,lost,,
Q-2024-000102,3,C003,P0026,R03,2024-09-12,17,10796.25,won,,
Q-2024-000102,4,C003,P0022,R03,2024-09-12,22,9986.25,won,,
Q-2024-000103,1,C012,P0106,R12,2024-09-13,25,2070.19,lost,,
Q-2024-000103,2,C012,P0097,R12,2024-09-13,3,53200.67,lost,,
Q-2024-000104,1,C017,P0005,R05,2024-09-22,6,30718.34,won,DR-2024-0002,qualification_pricing
Q-2024-000104,2,C017,P0001,R05,2024-09-22,7,31509.86,won,,
Q-2024-000105,1,C012,P0107,R12,2024-09-29,32,2498.48,lost,,
Q-2024-000105,2,C012,P0120,R12,2024-09-29,28,2465.78,lost,,
Q-2024-000105,3,C012,P0053,R12,2024-09-29,365,430.23,lost,,
Q-2024-000105,4,C012,P0097,R12,2024-09-29,1,53504.06,won,,
Q-2024-000106,1,C005,P0020,R05,2024-09-21,5,34258.33,won,,
Q-2024-000108,1,C002,P0073,R02,2024-09-02,3,7644.93,won,,
Q-2024-000108,2,C002,P0066,R02,2024-09-02,11,6641.16,won,DR-2024-0003,competitive_displacement
Q-2024-000109,1,C033,P0027,R09,2024-09-10,17,13172.62,won,,
Q-2024-000109,3,C033,P0022,R09,2024-09-10,14,11476.09,won,,
Q-2024-000109,4,C033,P0033,R09,2024-09-10,9,11871.36,lost,,
Q-2024-000110,1,C035,P0048,R11,2024-09-11,729,424.82,won,,
Q-2024-000110,2,C035,P0061,R11,2024-09-11,14,8672.21,won,,
Q-2024-000111,1,C040,P0024,R04,2024-09-05,17,9301.96,lost,,
Q-2024-000111,2,C040,P0029,R04,2024-09-05,20,11499.73,lost,,
Q-2024-000112,1,C017,P0056,R05,2024-09-23,464,413.32,lost,,
Q-2024-000112,2,C017,P0053,R05,2024-09-23,709,344.09,won,,
Q-2024-000113,1,C009,P0094,R09,2024-09-25,3,41020.81,won,,
Q-2024-000114,1,C038,P0065,R02,2024-09-12,7,9139.3,lost,,
Q-2024-000115,1,C017,P0056,R05,2024-09-15,742,411.87,won,,
Q-2024-000116,1,C010,P0035,R10,2024-09-27,7,9564.33,won,,
Q-2024-000117,1,C014,P0033,R02,2024-09-27,11,10403.59,lost,,
Q-2024-000117,2,C014,P0043,R02,2024-09-27,607,354.81,lost,,
Q-2024-000118,1,C018,P0011,R06,2024-09-16,6,30580.5,won,,
Q-2024-000118,2,C018,P0005,R06,2024-09-16,6,34084.54,won,,
Q-2024-000119,1,C032,P0088,R08,2024-09-02,3,53224.97,won,,
Q-2024-000119,2,C032,P0100,R08,2024-09-02,2,49500.0,lost,,
Q-2024-000120,1,C030,P0071,R06,2024-09-28,3,8719.23,won,,
Q-2024-000121,1,C009,P0099,R06,2024-09-16,2,47719.04,lost,,
Q-2024-000121,2,C009,P0068,R06,2024-09-16,8,7728.75,lost,,
Q-2024-000121,3,C009,P0091,R06,2024-09-16,2,48830.37,won,,
Q-2024-000122,1,C004,P0100,R04,2024-09-01,4,51220.17,won,,
Q-2024-000122,2,C004,P0033,R04,2024-09-01,3,11822.09,lost,,
Q-2024-000122,3,C004,P0098,R04,2024-09-01,4,53186.43,lost,,
Q-2024-000123,1,C015,P0092,R03,2024-09-08,4,46970.59,won,,
Q-2024-000124,1,C025,P0118,R01,2024-09-12,15,2248.27,won,,
Q-2024-000125,1,C030,P0090,R06,2024-09-05,4,41201.1,won,,
Q-2024-000125,2,C030,P0071,R06,2024-09-05,10,8779.24,won,,
Q-2024-000126,1,C015,P0097,R03,2024-09-16,3,49856.28,lost,,
Q-2024-000127,1,C007,P0047,R07,2024-09-15,452,420.44,won,,
Q-2024-000127,2,C007,P0076,R07,2024-09-15,20,7071.25,won,,
Q-2024-000127,3,C007,P0053,R07,2024-09-15,401,391.02,lost,,
Q-2024-000127,4,C007,P0061,R07,2024-09-15,16,8386.27,lost,,
Q-2024-000128,1,C032,P0081,R09,2024-09-09,4,47000.0,won,,
Q-2024-000128,2,C032,P0042,R09,2024-09-09,212,465.0,won,,
Q-2024-000128,3,C032,P0046,R09,2024-09-09,493,420.0,won,,
Q-2024-000129,1,C015,P0082,R03,2024-09-09,1,54439.21,won,,
Q-2024-000129,2,C015,P0080,R03,2024-09-09,4,8259.59,won,,
Q-2024-000130,1,C033,P0054,R09,2024-10-04,64,515.06,won,,
Q-2024-000130,2,C033,P0051,R09,2024-10-04,258,408.76,lost,,
Q-2024-000131,1,C026,P0111,R02,2024-10-07,23,2583.97,lost,,
Q-2024-000132,1,C003,P0044,R03,2024-10-11,377,374.85,won,,
Q-2024-000133,1,C002,P0067,R02,2024-10-08,9,7464.54,won,,
Q-2024-000134,1,C036,P0014,R12,2024-10-08,2,39644.71,lost,,
Q-2024-000134,2,C036,P0081,R12,2024-10-08,1,48371.09,won,,
Q-2024-000135,1,C021,P0107,R09,2024-10-07,37,2094.54,won,,
Q-2024-000135,2,C021,P0020,R09,2024-10-07,2,30859.54,lost,,
Q-2024-000136,1,C040,P0026,R04,2024-10-09,12,10633.14,won,,
Q-2024-000136,2,C040,P0041,R04,2024-10-09,255,380.0,won,,
Q-2024-000136,4,C040,P0053,R04,2024-10-09,550,353.65,lost,,
Q-2024-000137,1,C040,P0053,R04,2024-10-01,474,355.08,won,,
Q-2024-000137,2,C040,P0034,R04,2024-10-01,24,10036.58,won,,
Q-2024-000138,1,C005,P0020,R05,2024-10-31,3,34134.49,won,,
Q-2024-000138,2,C005,P0010,R05,2024-10-31,8,32896.62,won,,
Q-2024-000138,3,C005,P0017,R05,2024-10-31,6,30400.0,won,,
Q-2024-000139,1,C017,P0001,R05,2024-10-24,6,30428.67,won,,
Q-2024-000139,2,C017,P0048,R05,2024-10-24,312,392.98,won,,
Q-2024-000140,2,C033,P0048,R09,2024-10-21,381,468.33,lost,,
Q-2024-000140,3,C033,P0051,R09,2024-10-21,136,410.0,lost,,
Q-2024-000141,1,C006,P0086,R06,2024-10-30,4,47246.93,lost,,
Q-2024-000142,1,C002,P0066,R02,2024-10-28,9,7056.43,won,,
Q-2024-000142,2,C002,P0114,R02,2024-10-28,6,1826.18,lost,,
Q-2024-000143,1,C034,P0027,R10,2024-10-14,11,10603.73,lost,,
Q-2024-000144,1,C004,P0023,R04,2024-10-12,15,10819.06,lost,,
Q-2024-000145,1,C030,P0073,R06,2024-10-20,19,7853.02,lost,,
Q-2024-000146,1,C009,P0065,R09,2024-10-20,12,6586.17,won,,
Q-2024-000146,2,C009,P0091,R09,2024-10-20,1,44206.42,won,,
Q-2024-000147,1,C017,P0042,R05,2024-10-16,720,400.31,lost,,
Q-2024-000147,2,C017,P0001,R05,2024-10-16,1,30328.22,won,,
Q-2024-000147,3,C017,P0048,R05,2024-10-16,291,392.09,won,,
Q-2024-000148,2,C032,P0011,R08,2024-10-23,3,36352.14,lost,,
Q-2024-000148,3,C032,P0097,R08,2024-10-23,3,60909.83,won,,
Q-2024-000149,1,C011,P0091,R11,2024-10-21,4,44825.62,won,,
Q-2024-000149,2,C011,P0073,R11,2024-10-21,5,7100.16,won,,
Q-2024-000150,1,C005,P0010,R05,2024-10-27,6,33031.55,won,,
Q-2024-000150,2,C005,P0066,R05,2024-10-27,13,7299.09,lost,,
Q-2024-000150,3,C005,P0017,R05,2024-10-27,4,30337.53,won,,
Q-2024-000151,1,C003,P0044,R03,2024-10-17,790,373.55,won,,
Q-2024-000152,1,C015,P0084,R03,2024-10-26,4,51109.4,lost,,
Q-2024-000152,2,C015,P0062,R03,2024-10-26,9,6070.12,lost,,
Q-2024-000152,3,C015,P0092,R03,2024-10-26,2,46921.72,lost,,
Q-2024-000153,1,C011,P0106,R04,2024-10-07,40,1915.47,won,,
Q-2024-000153,2,C011,P0097,R04,2024-10-07,3,49846.7,lost,,
Q-2024-000154,1,C026,P0050,R02,2024-10-11,296,528.34,lost,,
Q-2024-000154,2,C026,P0059,R02,2024-10-11,537,419.89,lost,,
Q-2024-000154,3,C026,P0120,R02,2024-10-11,24,2508.96,won,,
Q-2024-000154,4,C026,P0111,R02,2024-10-11,35,2582.15,won,,
Q-2024-000155,1,C010,P0035,R10,2024-10-03,10,9566.34,won,,
Q-2024-000156,1,C017,P0007,R05,2024-10-27,6,31566.89,won,,
Q-2024-000156,2,C017,P0064,R05,2024-10-27,8,7940.44,won,DR-2024-0004,qualification_pricing
Q-2024-000157,1,C002,P0067,R02,2024-10-12,9,7485.46,won,,
Q-2024-000157,2,C002,P0114,R02,2024-10-12,40,1830.02,won,,
Q-2024-000158,1,C013,P0013,R01,2024-10-22,4,32457.41,won,,
Q-2024-000158,2,C013,P0008,R01,2024-10-22,8,34500.29,won,,
Q-2024-000158,3,C013,P0023,R01,2024-10-22,5,10881.2,lost,,
Q-2024-000159,1,C039,P0052,R03,2024-10-03,545,486.34,won,,
Q-2024-000160,1,C004,P0099,R04,2024-10-04,1,50652.63,won,,
Q-2024-000160,2,C004,P0029,R04,2024-10-04,11,10837.05,lost,,
Q-2024-000160,3,C004,P0023,R04,2024-10-04,21,10775.46,lost,,
Q-2024-000161,1,C040,P0039,R04,2024-10-03,16,11780.55,won,,
Q-2024-000161,3,C040,P0024,R04,2024-10-03,6,9304.16,won,,
Q-2024-000161,4,C040,P0057,R04,2024-10-03,463,436.2,won,,
Q-2024-000162,1,C017,P0002,R04,2024-10-11,5,35567.5,won,,
Q-2024-000163,1,C002,P0065,R02,2024-10-15,14,7070.52,won,,
Q-2024-000164,1,C009,P0091,R09,2024-10-27,2,44046.35,lost,,
Q-2024-000164,2,C009,P0095,R09,2024-10-27,4,41211.99,lost,,
Q-2024-000164,3,C009,P0094,R09,2024-10-27,4,46388.16,lost,,
Q-2024-000166,1,C007,P0047,R07,2024-10-18,466,429.63,won,,
Q-2024-000166,2,C007,P0005,R07,2024-10-18,5,35713.55,lost,,
Q-2024-000166,3,C007,P0001,R07,2024-10-18,4,31619.74,won,,
Q-2024-000167,1,C009,P0091,R09,2024-10-21,2,43900.0,lost,,
Q-2024-000167,2,C009,P0080,R09,2024-10-21,17,7459.1,won,,
Q-2024-000169,1,C007,P0061,R07,2024-10-04,13,8343.72,won,,
Q-2024-000169,2,C007,P0043,R07,2024-10-04,445,418.78,won,,
Q-2024-000170,1,C035,P0048,R11,2024-10-05,268,534.59,lost,,
Q-2024-000171,1,C033,P0033,R09,2024-10-21,15,11879.98,won,,
Q-2024-000171,2,C033,P0043,R09,2024-10-21,274,404.38,won,,
Q-2024-000172,1,C040,P0024,R04,2024-10-30,10,9325.75,won,,
Q-2024-000173,1,C023,P0050,R11,2024-10-10,216,477.65,lost,,
Q-2024-000173,2,C023,P0044,R11,2024-10-10,584,482.24,won,,
Q-2024-000174,1,C009,P0068,R07,2024-10-29,7,7718.92,lost,,
Q-2024-000175,1,C029,P0019,R05,2024-10-09,8,29889.95,lost,,
Q-2024-000175,3,C029,P0003,R05,2024-10-09,1,33310.18,won,,
Q-2024-000175,4,C029,P0088,R05,2024-10-09,1,46789.41,won,,
Q-2024-000176,2,C033,P0054,R09,2024-10-03,604,460.0,won,,
Q-2024-000176,3,C033,P0051,R09,2024-10-03,723,405.0,lost,,
Q-2024-000176,4,C033,P0041,R09,2024-10-03,306,410.44,won,,
Q-2024-000177,1,C003,P0025,R03,2024-10-25,15,10510.61,lost,,
Q-2024-000177,2,C003,P0027,R03,2024-10-25,3,11125.64,won,,
Q-2024-000178,1,C027,P0035,R03,2024-10-15,16,12087.68,won,,
Q-2024-000178,2,C027,P0036,R03,2024-10-15,23,14901.32,lost,,
Q-2024-000178,3,C027,P0039,R03,2024-10-15,8,13480.07,lost,,
Q-2024-000178,4,C027,P0072,R03,2024-10-15,5,9356.03,won,,
Q-2024-000179,1,C007,P0003,R07,2024-10-03,6,29660.66,lost,,
Q-2024-000179,2,C007,P0002,R07,2024-10-03,1,37075.69,lost,,
Q-2024-000180,1,C025,P0118,R01,2024-10-15,29,2241.21,lost,,
Q-2024-000180,2,C025,P0063,R01,2024-10-15,9,6673.65,won,,
Q-2024-000180,3,C025,P0109,R01,2024-10-15,21,2197.55,won,,
Q-2024-000181,1,C017,P0056,R05,2024-10-06,573,414.6,won,,
Q-2024-000181,2,C017,P0007,R05,2024-10-06,1,33378.22,lost,DR-2024-0005,competitive_displacement
Q-2024-000182,1,C006,P0093,R06,2024-10-08,1,47327.31,won,,
Q-2024-000183,1,C009,P0099,R09,2024-10-06,2,45023.01,lost,,
Q-2024-000184,1,C008,P0115,R08,2024-10-05,19,2323.08,won,,
Q-2024-000184,2,C008,P0073,R08,2024-10-05,9,8227.58,won,,
Q-2024-000185,1,C008,P0112,R08,2024-10-26,9,2513.16,won,,
Q-2024-000186,1,C038,P0114,R04,2024-10-28,36,2174.83,lost,,
Q-2024-000186,2,C038,P0071,R04,2024-10-28,16,9134.67,lost,,
Q-2024-000186,3,C038,P0065,R04,2024-10-28,14,9133.37,won,,
Q-2024-000187,1,C027,P0039,R03,2024-10-28,9,13509.61,won,,
Q-2024-000188,1,C010,P0034,R10,2024-10-19,18,11164.75,lost,,
Q-2024-000189,1,C037,P0091,R01,2024-10-01,2,50315.48,won,,
Q-2024-000190,1,C023,P0111,R11,2024-10-17,20,2245.78,won,,
Q-2024-000191,1,C016,P0073,R04,2024-10-16,3,8521.88,won,,
Q-2024-000191,2,C016,P0092,R04,2024-10-16,2,61382.63,won,,
Q-2024-000192,1,C004,P0033,R04,2024-10-22,11,11818.04,won,,
Q-2024-000193,1,C013,P0008,R01,2024-10-27,6,33462.07,lost,DR-2024-0006,end_of_life_clearance
Q-2024-000194,1,C035,P0054,R11,2024-10-18,163,615.55,lost,,
Q-2024-000195,2,C020,P0071,R08,2024-10-15,17,8785.14,lost,,
Q-2024-000195,3,C020,P0051,R08,2024-10-15,496,436.69,lost,,
Q-2024-000196,1,C013,P0025,R01,2024-10-06,23,12529.32,won,,
Q-2024-000196,2,C013,P0029,R01,2024-10-06,15,13330.01,lost,,
Q-2024-000197,1,C020,P0059,R08,2024-10-21,186,382.24,lost,,
Q-2024-000197,2,C020,P0049,R08,2024-10-21,216,403.23,won,,
Q-2024-000198,1,C003,P0025,R03,2024-10-05,22,10525.52,lost,,
Q-2024-000198,2,C003,P0022,R03,2024-10-05,16,10028.63,won,,
Q-2024-000198,3,C003,P0024,R03,2024-10-05,4,9776.95,lost,,
Q-2024-000199,1,C038,P0071,R04,2024-10-16,12,8479.83,lost,DR-2024-0007,competitive_displacement
Q-2024-000199,2,C038,P0065,R04,2024-10-16,17,9164.71,lost,,
Q-2024-000200,2,C004,P0022,R04,2024-11-01,10,10911.7,lost,,
